logFC AveExpr t P.Value adj.P.Val B qval corr.pvals corr.qvals
cg20991420 -0.0110967804604893 0.164245424727262 -8.26877699454304 2.26085469283943e-14 4.05310085415616e-12 20.2649703236116 2.61713644929721e-12 2.84934500898696e-08 5.00416262713482e-06
cg13358873 0.0118854727394698 0.666854211099628 8.2676975247833 2.27597213614261e-14 4.07855310744437e-12 20.2583652299093 2.63349121195454e-12 1.7189447097049e-07 2.70361361473737e-05
cg02587606 -0.0146670692856311 0.737770077643399 -8.26734254968787 2.28096524757616e-14 4.08584927188247e-12 20.2561932861057 2.63812215074653e-12 2.86340583770207e-08 5.02665325386947e-06
cg18831773 -0.0163233401141113 0.600480901025512 -8.26463309463813 2.31943613125961e-14 4.15140675536899e-12 20.2396167188126 2.68145202634002e-12 2.89015003830738e-08 5.07137983786675e-06
cg24220178 0.0123494463526867 0.900373653612432 8.26317179115219 2.34045109482196e-14 4.18732957740339e-12 20.230677465183 2.70457262069287e-12 1.74471424630886e-07 2.73984194857688e-05
cg03257930 -0.013148455151389 0.131183498124404 -8.26073705163816 2.37588501258459e-14 4.24729682761805e-12 20.2157850576935 2.74432814408473e-12 2.92903531350754e-08 5.13736201379224e-06
cg25835179 -0.0171152717881597 0.418625445081232 -8.25791589921824 2.41760807063195e-14 4.32014186719109e-12 20.1985317020793 2.79131047320053e-12 2.9575113012579e-08 5.18503712681788e-06
cg01790464 0.0142743259941491 0.724726426005687 8.25474856830531 2.46531679460621e-14 4.40184646940921e-12 20.1791645439514 2.84515997826573e-12 1.79368210510455e-07 2.81012998711164e-05
cg01252136 0.0247780548837456 0.621482168501337 8.25425991504819 2.47275988833284e-14 4.41335875367657e-12 20.1761769078184 2.85251340506407e-12 1.79656358815306e-07 2.81354402548705e-05
cg21167046 -0.0163711577199906 0.135252077711388 -8.25233260816884 2.50233414512316e-14 4.46434537049172e-12 20.1643941308639 2.88537935700073e-12 3.01466789243358e-08 5.28293067238884e-06
cg21637826 -0.0251674771331371 0.254769678070619 -8.24376720976678 2.63806762251894e-14 4.70082868128131e-12 20.1120445283098 3.04057342322024e-12 3.10445805183467e-08 5.43576709317671e-06
cg13431205 -0.0166674635612738 0.436202921057809 -8.24139189231627 2.67698430246698e-14 4.76825863649785e-12 20.0975317444178 3.08409274936985e-12 3.12981794758064e-08 5.4775322846832e-06
cg17344321 -0.0180411040438878 0.112665472103111 -8.24089699838471 2.68516388447085e-14 4.78090733682361e-12 20.0945082770981 3.09217823375674e-12 3.13512708545956e-08 5.48442787820924e-06
cg03167883 -0.013523412278038 0.760336141227005 -8.23832169015979 2.72812998702307e-14 4.85545806787147e-12 20.0787762776623 3.14029883271226e-12 3.16289700676626e-08 5.53059202511264e-06
cg06092953 -0.0193776422617024 0.28940418156732 -8.2377361309621 2.73799407076173e-14 4.87105845633888e-12 20.0751995496176 3.15029119934972e-12 3.1692446559724e-08 5.53927358387359e-06
cg07474842 -0.0112813562673757 0.0802220024020883 -8.23363564584082 2.80806668132798e-14 4.99371800494709e-12 20.0501562465022 3.22951995517887e-12 3.21404555907751e-08 5.61512767919976e-06
cg08824350 -0.0124001015411457 0.0902284866307841 -8.23321994930121 2.81526893334004e-14 5.00451868261763e-12 20.0476177525533 3.23640515376128e-12 3.21862177720246e-08 5.62067137248571e-06
cg26818489 -0.0141767010226068 0.1930373508692 -8.23009489064442 2.8700023018235e-14 5.09976978154322e-12 20.0285362113215 3.29790212492322e-12 3.25322871258455e-08 5.6786299522982e-06
cg05922723 0.0104074830862462 0.731091666898942 8.22750682420065 2.9161280054296e-14 5.17965553759282e-12 20.0127361440929 3.34945928759567e-12 1.96139481023808e-07 3.05377403152571e-05
cg27067035 -0.0243005310624193 0.634488395614338 -8.22434422007005 2.97349191904205e-14 5.27943073436901e-12 19.993431755833 3.41387460643523e-12 3.31786488711477e-08 5.78893235331753e-06
cg02543462 -0.00904966810733471 0.109374057943411 -8.21881740750484 3.07643573797402e-14 5.46002070834619e-12 19.9597048450156 3.53054225872762e-12 3.38116730107953e-08 5.89681261308776e-06
cg06102690 -0.0153417627375945 0.148317436156589 -8.21822788618173 3.08762265457169e-14 5.47768228460632e-12 19.9561079788766 3.54185379257238e-12 3.38798878307064e-08 5.90613815241013e-06
cg00157109 -0.00972132690018569 0.528301547590266 -8.2123826533444 3.20074833136026e-14 5.67610466688769e-12 19.9204509304883 3.67004055710335e-12 3.45635747278631e-08 6.02270156478998e-06
cg03080336 -0.0130825420667063 0.789269342008507 -8.20768273919821 3.29467953950131e-14 5.84034312835502e-12 19.8917893392199 3.77611768011617e-12 3.51230651750323e-08 6.11753180028404e-06
cg00201133 -0.0134832677900219 0.126101856030075 -8.20692680101757 3.31004046396336e-14 5.86522765537347e-12 19.8871801169092 3.79209082305526e-12 3.52138767665188e-08 6.1306833221506e-06
cg16167809 0.01544871108028 0.436919707057251 8.20545405568074 3.34017128812554e-14 5.91625337283322e-12 19.878200851168 3.824963828953e-12 2.10826301484248e-07 3.27261801853516e-05
cg22809047 -0.0101959719744977 0.622185591291077 -8.20436485890914 3.36262981810475e-14 5.95365426844328e-12 19.8715605606794 3.84902649524499e-12 3.55233557267497e-08 6.18187654232687e-06
cg20495009 -0.0141882557530368 0.739619345728374 -8.2037509637619 3.37535381558451e-14 5.97379685153241e-12 19.8678181334492 3.8619306584018e-12 3.55979073553318e-08 6.1921603265989e-06
cg25471639 -0.0117648784119384 0.523306121241606 -8.20148142173098 3.4228095026907e-14 6.05536795906585e-12 19.8539837164731 3.91454512998694e-12 3.58748515073001e-08 6.2376255393297e-06
cg16987982 -0.0162766145293397 0.542679085929372 -8.19813926489651 3.49389965892389e-14 6.17620599117478e-12 19.8336143130144 3.99413271300122e-12 3.62865212714405e-08 6.30373131935041e-06
cg02045948 -0.0153842915371504 0.249676628715506 -8.19557546597803 3.54942360877801e-14 6.27185556621307e-12 19.817991454432 4.0558647466633e-12 3.66054432355367e-08 6.3563783147743e-06
cg25953130 -0.026393547500261 0.537890162719786 -8.19527639912504 3.55595715565272e-14 6.28089704104138e-12 19.8161692022869 4.06158734673229e-12 3.66428234184948e-08 6.36011234757444e-06
cg10453850 -0.0224148470035867 0.122009142689992 -8.19502166408723 3.56153160856511e-14 6.28823793868767e-12 19.8146170946365 4.06621003880252e-12 3.66746920183985e-08 6.36288691225731e-06
cg08675585 -0.0145696394887094 0.837966474533372 -8.1943406467012 3.57647710333248e-14 6.31211191061157e-12 19.8104677503912 4.081523125305e-12 3.67600237178144e-08 6.37493065611657e-06
cg27081745 -0.0197463971629582 0.204822473973786 -8.19114612290867 3.64741736443737e-14 6.43475252361478e-12 19.7910061683853 4.16069768163632e-12 3.71628958486122e-08 6.44200807343124e-06
cg00810483 0.0130653967336056 0.277596346236647 8.18798289984981 3.71903625417477e-14 6.55849232696242e-12 19.7717388635031 4.2405782191527e-12 2.23217202610938e-07 3.44191528133352e-05
cg06333800 -0.0133958893333843 0.250195190591647 -8.18736277537693 3.73323908228862e-14 6.58092119769385e-12 19.7679620819385 4.25495054337597e-12 3.76456110308893e-08 6.52286188538206e-06
cg01040259 0.0169070572490996 0.475294123942248 8.18693972390759 3.74295913995921e-14 6.5954331916844e-12 19.7653856248064 4.26420352686054e-12 2.23979068853319e-07 3.44659975268486e-05
cg01589587 -0.0153831538225738 0.830786861442833 -8.18639520486189 3.75550696793007e-14 6.61228741134255e-12 19.762069503072 4.27666878264643e-12 3.77700436151625e-08 6.54159293323255e-06
cg26996874 0.0186140079466872 0.599777970665913 8.18599666419623 3.76471730122359e-14 6.62587255958344e-12 19.7596424570041 4.28532435691457e-12 2.24669995963015e-07 3.45235707659423e-05
cg26469586 -0.0108882143808876 0.46966319763507 -8.18383665411917 3.81502625755539e-14 6.71175147252826e-12 19.7464893438969 4.34073452118255e-12 3.8101021444672e-08 6.59606499221603e-06
cg00201196 -0.0117751454398531 0.494218638707842 -8.18363155648036 3.81983769543024e-14 6.71755050998585e-12 19.7452405139831 4.34435241136734e-12 3.81276755662685e-08 6.5978280996671e-06
cg14985891 -0.0221759167469067 0.146402501982763 -8.17725258277947 3.97252329523048e-14 6.9832927151232e-12 19.7064067532093 4.51607466056859e-12 3.8965834953101e-08 6.73995650063914e-06
cg08376310 -0.0133646807555378 0.789219173975709 -8.17150437747468 4.11528300483123e-14 7.22910624504457e-12 19.6714254490836 4.67475684180595e-12 3.97365222070547e-08 6.86733264847786e-06
cg08866608 0.0146366033563583 0.112427170115285 8.17149111367956 4.11561822757431e-14 7.22910624504457e-12 19.671344744568 4.67475684180595e-12 2.35562572036573e-07 3.60728295743815e-05
cg04605532 -0.0184419656308823 0.150887557300627 -8.17136557225558 4.11879244124186e-14 7.23181654845564e-12 19.670580881866 4.67636725975963e-12 3.97553154499183e-08 6.86761779417564e-06
cg16315020 -0.0153993687576369 0.534081025734494 -8.17118800331259 4.12328627159081e-14 7.23684078471739e-12 19.6695004649276 4.67947392380489e-12 3.97793696910635e-08 6.86881112483032e-06
cg15742848 -0.0164368987552394 0.311767128162338 -8.17061917033606 4.13771476357537e-14 7.25929061619719e-12 19.6660394809695 4.6938478788875e-12 3.98565220239967e-08 6.87916806773391e-06
cg09296957 -0.0162261433546661 0.367552865062509 -8.16687208402292 4.23401819127782e-14 7.42530891201539e-12 19.6432437644148 4.80104944052573e-12 4.03684164636076e-08 6.96451952467792e-06
cg23053525 -0.0203733026849639 0.506380030941015 -8.16505187247291 4.28159748416553e-14 7.50578090875806e-12 19.6321721723912 4.85293384467633e-12 4.06193911625008e-08 7.00480196585518e-06
cg21603144 -0.0140966352177401 0.143744115166885 -8.16081336598971 4.39445272480383e-14 7.69753243745548e-12 19.6063957083883 4.97872897842537e-12 4.12097299649229e-08 7.10354779750479e-06
cg14722693 -0.0127336821743071 0.159008078500338 -8.1605828855685 4.40067333911336e-14 7.70538435825117e-12 19.6049942275591 4.98365596653553e-12 4.12420705028481e-08 7.10606482678927e-06
cg09133692 0.0217524239948212 0.590562578955733 8.16043854762375 4.40457342995058e-14 7.70916854947157e-12 19.6041165624658 4.98595194572364e-12 2.44205741684884e-07 3.73025149982357e-05
cg23670353 -0.0147077627714373 0.109373697250555 -8.15284055118378 4.61478418480547e-14 8.06753805228718e-12 19.5579265709496 5.22168921267599e-12 4.23429874411629e-08 7.28948378855012e-06
cg22542139 -0.0132408279626335 0.717590165697074 -8.15114255715263 4.66310425100346e-14 8.14879765411265e-12 19.5476069119308 5.27412255927296e-12 4.25882451806353e-08 7.32855635249579e-06
cg26772386 0.0086533208755055 0.572051386743525 8.14848809682342 4.73964892319545e-14 8.27929642595475e-12 19.531476355193 5.3584207683841e-12 2.53898484332879e-07 3.86590272749715e-05
cg06657721 -0.0171448881049956 0.679844083015467 -8.14429827964083 4.86300845448957e-14 8.49143715726789e-12 19.5060209543259 5.49555159685639e-12 4.35909824481151e-08 7.49466798335004e-06
cg24475517 -0.0166736469234825 0.151718067433636 -8.14315370247882 4.8972576325201e-14 8.54787398943593e-12 19.4990681324813 5.53190763906426e-12 4.37609080489108e-08 7.52065581693636e-06
cg23407655 -0.0196587544707584 0.183897431981252 -8.14064501711311 4.97316326981601e-14 8.676946675981e-12 19.4838305862152 5.61526773175414e-12 4.41356183892553e-08 7.58180013699239e-06
cg07243202 -0.0117021870424397 0.121686770415119 -8.13854610523187 5.03756514093115e-14 8.78239954664058e-12 19.4710837178819 5.68557359432686e-12 4.4451530150366e-08 7.63279570506707e-06
cg06287548 -0.0144136217276335 0.150957086102914 -8.1377536390254 5.06209505389617e-14 8.82169554003316e-12 19.4662714182901 5.71083804636563e-12 4.45713796458186e-08 7.65009604416116e-06
cg13942103 -0.014050465631794 0.733333427939661 -8.13587499562704 5.12072023411922e-14 8.92035500996025e-12 19.4548641488788 5.7745296201134e-12 4.48567612304822e-08 7.69578082169123e-06
cg13704680 -0.0245571576535638 0.365289962627959 -8.1352132016995 5.14153208238385e-14 8.95309158078641e-12 19.4508459886841 5.79554400934198e-12 4.49577178831838e-08 7.70948308757273e-06
cg16728539 -0.0162965157677844 0.128835645111934 -8.1350992873867 5.14512286209822e-14 8.95582669779485e-12 19.4501543604379 5.79713720842649e-12 4.49751178922982e-08 7.70948308757273e-06
cg20166049 0.0141550293305575 0.546505977949039 8.13253662030306 5.22656257648256e-14 9.0940137589597e-12 19.4345964253314 5.88640627594466e-12 2.67421832165917e-07 4.05025946492046e-05
cg14571284 0.0137162495108451 0.650687185489331 8.13027318297429 5.29955443171033e-14 9.21739921876548e-12 19.4208570905144 5.96608948915365e-12 2.69396660577146e-07 4.07862737773621e-05
cg04089743 -0.0289143934989285 0.250683141030174 -8.12956981613292 5.32244179697793e-14 9.25357643590505e-12 19.4165879479297 5.98932295867472e-12 4.58276832749228e-08 7.85226699394836e-06
cg14884932 -0.012821710155529 0.707281009284608 -8.12898750974307 5.3414639694686e-14 9.28300791513975e-12 19.413053727356 6.00818914826508e-12 4.59183803351824e-08 7.86444358023995e-06
cg02192746 -0.0127912090636246 0.135185831352751 -8.12630829677468 5.42985725927263e-14 9.4329301608168e-12 19.3967942338 6.10503651921677e-12 4.63379456972516e-08 7.9329109810856e-06
cg10168494 -0.014581180962705 0.118635180866744 -8.12067250789971 5.62055302303891e-14 9.76038863431304e-12 19.3626005015119 6.31677691841322e-12 4.72327747061424e-08 8.08264877768942e-06
cg11732226 -0.00967429544675126 0.110114155901177 -8.12008364615356 5.64085696727674e-14 9.79181209704935e-12 19.3590283965117 6.33692099887785e-12 4.73272403741039e-08 8.09535601948717e-06
cg08414676 -0.0129015382517299 0.437099967764733 -8.11979139861238 5.65096062371875e-14 9.80551148665642e-12 19.3572556351475 6.34559394898755e-12 4.73741914694222e-08 8.09992848377229e-06
cg09060654 -0.0197962228674383 0.503196449527573 -8.11941543546958 5.6639848915553e-14 9.82426600075083e-12 19.3549751040949 6.35753782554339e-12 4.74346588467461e-08 8.10680704301599e-06
cg08114696 0.0137632361825208 0.542901243255661 8.11912325694248 5.67412719274215e-14 9.8380089866433e-12 19.3532028323204 6.36623813637601e-12 2.79333944954484e-07 4.22588229264744e-05
cg07915884 -0.0225328088107816 0.184733992287334 -8.11894805601642 5.68021751503611e-14 9.84172771992913e-12 19.3521401282573 6.37038680690667e-12 4.75099341515152e-08 8.11620940115544e-06
cg00098799 -0.0240777549398016 0.481235837563598 -8.11406635957579 5.85254380391889e-14 1.01354627934258e-11 19.3225340504716 6.56088779082102e-12 4.8303180286917e-08 8.24820373922857e-06
cg03996735 -0.0134305548947772 0.712326906535419 -8.11300409712411 5.89072293307246e-14 1.01975981514807e-11 19.3160928844097 6.60090847930651e-12 4.8477497976178e-08 8.27444301399555e-06
cg08129092 -0.00854513045695043 0.0733460707193515 -8.11252878030613 5.90788626449491e-14 1.02233181587576e-11 19.3132108723013 6.61735593946833e-12 4.85556965422389e-08 8.28426071172685e-06
cg17128799 -0.0119778088162958 0.681056594875059 -8.11150882106414 5.94488362815293e-14 1.02833265605641e-11 19.30702678035 6.65599609737098e-12 4.87239152275074e-08 8.30942216590826e-06
cg03825855 0.0149309589188217 0.831570709578358 8.10982220826651 6.00656704135878e-14 1.03859728753903e-11 19.2968015475241 6.72223108756522e-12 2.87895605274757e-07 4.34556028246291e-05
cg10330169 0.0122096138104829 0.837978897274833 8.10966501283309 6.01234825111593e-14 1.03919161728898e-11 19.2958485897001 6.72587392539849e-12 2.8804247699098e-07 4.34613961594087e-05
cg01858712 -0.0124657965003547 0.109220244965624 -8.10886358676177 6.04190827578489e-14 1.04389388106119e-11 19.2909902854524 6.75610333748668e-12 4.91628429824633e-08 8.38070953901059e-06
cg02069592 -0.026708853692225 0.604929989250482 -8.10495015460597 6.18833347747756e-14 1.06877605787762e-11 19.2672701327573 6.91693195053562e-12 4.98192978359257e-08 8.48877181638832e-06
cg01355753 -0.0215416055127026 0.610030368235554 -8.1045172044118 6.20474720287062e-14 1.07119354922705e-11 19.2646462717951 6.93236787178778e-12 4.98924465965261e-08 8.49424016449297e-06
cg24003508 -0.0187317798724492 0.489502698558536 -8.09952737598025 6.3970599521829e-14 1.10396471518905e-11 19.2344107429429 7.14423482581855e-12 5.07431093374954e-08 8.6353964162023e-06
cg19053046 -0.0120936260156189 0.65364889135764 -8.09855197034055 6.43533727294073e-14 1.11013824796112e-11 19.2285014006834 7.1839695172642e-12 5.09110436028277e-08 8.65662043357789e-06
cg20018782 -0.0104445704589201 0.411642885830478 -8.09623819338329 6.52704548756826e-14 1.12552057586522e-11 19.2144851360717 7.28329249190089e-12 5.13115778802143e-08 8.72102335085149e-06
cg17033166 -0.0105649046241044 0.142749971567726 -8.09274371538879 6.66801151003319e-14 1.14915202321998e-11 19.1933201996562 7.43576446977145e-12 5.19223430741246e-08 8.81827102316038e-06
cg22409100 -0.0166315422775836 0.134844668574408 -8.09271281254481 6.66927147832824e-14 1.14915202321998e-11 19.1931330509346 7.43576446977145e-12 5.19277758285545e-08 8.81827102316038e-06
cg18636641 -0.0128492662457884 0.51732050533313 -8.09076039171925 6.74935545362416e-14 1.16249912413389e-11 19.1813098296573 7.52190254430565e-12 5.22721416928092e-08 8.87298921043667e-06
cg17112975 -0.00872629035403931 0.455727541441209 -8.09051495323633 6.7594899666067e-14 1.16379254399043e-11 19.1798236333027 7.53004511216262e-12 5.23155893964776e-08 8.8766030137475e-06
cg08949974 -0.0122999930029893 0.11348827820929 -8.0870959501166 6.90224328095428e-14 1.18790929373635e-11 19.1591229396336 7.68585590095617e-12 5.29245047549405e-08 8.97602061041088e-06
cg24687529 -0.0109098083349444 0.542428864954047 -8.08546373662818 6.97144220533566e-14 1.19935317431041e-11 19.1492420516023 7.75966562452408e-12 5.32176336893918e-08 9.01819765475493e-06
cg25125450 -0.0160519030734464 0.75596359182634 -8.08329816453287 7.06431515069718e-14 1.21485942883646e-11 19.1361338922602 7.85975336349854e-12 5.36089973578646e-08 9.08067644832619e-06
